PSID Gene Module kTotal kWithin kOut kDiff rank
MT-TL2 MT-TL2 plum1 19.075611455646 10.3586680598101 8.7169433958359 1.64172466397419 1
MT-TI MT-TI plum1 18.5942064648559 9.84035316727644 8.75385329757942 1.08649986969702 2
MT-TK MT-TK plum1 18.4579319274085 9.7241449280155 8.73378699939297 0.990357928622533 3
MT-TS2 MT-TS2 plum1 18.0251432057047 9.29083584968452 8.7343073560202 0.55652849366432 4
MT-TT MT-TT plum1 17.6472078499462 8.9567355434671 8.69047230647908 0.266263236988017 5
MT-TV MT-TV plum1 17.6446451940128 8.88622146481708 8.75842372919577 0.127797735621318 6
MT-TL1 MT-TL1 plum1 17.348246041632 8.6167641373095 8.73148190432254 -0.11471776701304 7
MT-TQ MT-TQ plum1 17.2470269780472 8.52638221643255 8.72064476161465 -0.194262545182099 8
MT-TW MT-TW plum1 16.3550194525171 7.63752529397433 8.71749415854278 -1.07996886456845 9
MT-TD MT-TD plum1 16.0462400299206 7.10614293156491 8.94009709835566 -1.83395416679076 10
MT-TG MT-TG plum1 15.6074088316151 6.877443055187 8.72996577642807 -1.85252272124107 11
MT-TC MT-TC plum1 15.3141273838086 6.64396004462673 8.67016733918185 -2.02620729455512 12
MT-TH MT-TH plum1 15.2514327669651 6.42659081778171 8.82484194918341 -2.3982511314017 13
MT-TS1 MT-TS1 plum1 14.4769545536754 5.65989851243594 8.81705604123945 -3.15715752880351 14
MT-TM MT-TM plum1 11.0934913708006 2.33862746149943 8.75486390930115 -6.41623644780172 15
MT-TR MT-TR plum1 10.6300061098742 2.00790572849107 8.62210038138318 -6.61419465289211 16
EEF1DP5 EEF1DP5 plum1 11.9345625474807 1.92472856669212 10.0098339807886 -8.08510541409646 17
MT-TE MT-TE plum1 10.4847694196297 1.85269360528756 8.63207581434212 -6.77938220905455 18
MTND4P35 MTND4P35 plum1 11.0991460755545 1.67491876344903 9.42422731210545 -7.74930854865643 19
MT-TA MT-TA plum1 10.2432227642212 1.47808848330892 8.7651342809123 -7.28704579760338 20
MTCO1P53 MTCO1P53 plum1 13.8264961884465 1.06357753428419 12.7629186541623 -11.6993411198781 21
MAPK8IP1P2 MAPK8IP1P2 plum1 9.49624596139419 1.04809502828525 8.44815093310894 -7.40005590482369 22
AC005829.2 AC005829.2 plum1 10.0765428152949 0.795455760185226 9.28108705510963 -8.4856312949244 23
MAPK8IP1P1 MAPK8IP1P1 plum1 9.02933107490867 0.654924476975037 8.37440659793363 -7.71948212095859 24
ARL17B ARL17B plum1 10.3817847581895 0.443706705512638 9.93807805267689 -9.49437134716425 25
AC109495.1 AC109495.1 plum1 10.4748863915159 0.353941579700285 10.1209448118156 -9.76700323211529 26
AC103810.1 AC103810.1 plum1 10.8208064877642 0.321397046703017 10.4994094410612 -10.1780123943581 27
AC091180.5 AC091180.5 plum1 10.9088353886586 0.223894059123257 10.6849413295353 -10.4610472704121 28
AC091180.2 AC091180.2 plum1 10.5071312087873 0.203947446000677 10.3031837627866 -10.0992363167859 29
FAM95C FAM95C plum1 10.1326041621476 0.195362577333123 9.93724158481443 -9.74187900748131 30
HDGFP1 HDGFP1 plum1 9.83586572426326 0.167818983986499 9.66804674027676 -9.50022775629026 31
DND1P1 DND1P1 plum1 10.0288436897622 0.160057065489412 9.86878662427282 -9.70872955878341 32
LINC00273 LINC00273 plum1 10.9872482447271 0.158278690354264 10.8289695543729 -10.6706908640186 33
AC126544.1 AC126544.1 plum1 10.0502359954868 0.153529193044134 9.89670680244268 -9.74317760939855 34
ZNF652 ZNF652 plum1 11.0674576579594 0.153168048375838 10.9142896095835 -10.7611215612077 35
CTF2P CTF2P plum1 11.1578594256293 0.145877930626053 11.0119814950032 -10.8661035643772 36
AL645465.1 AL645465.1 plum1 10.7942623136057 0.138832413013394 10.6554299005923 -10.5165974875789 37
OR7C1 OR7C1 plum1 10.9395835156711 0.136004223393816 10.8035792922773 -10.6675750688834 38
SLC38A2 SLC38A2 plum1 10.2934438281112 0.133087422218557 10.1603564058927 -10.0272689836741 39
LBX2 LBX2 plum1 10.3144282532385 0.131323334369036 10.1831049188694 -10.0517815845004 40
AVP AVP plum1 9.83632123015267 0.127566540888694 9.70875468926398 -9.58118814837528 41
ANKRD18A ANKRD18A plum1 10.2942199336813 0.123474314860975 10.1707456188203 -10.0472713039594 42
AC005829.1 AC005829.1 plum1 9.23459655111688 0.121416603050296 9.11317994806659 -8.99176334501629 43
LBX2-AS1 LBX2-AS1 plum1 10.2488219175576 0.116665306366086 10.1321566111915 -10.0154913048254 44
AC006538.2 AC006538.2 plum1 10.7586951322447 0.11506550369683 10.6436296285478 -10.528564124851 45
RBM14-RBM4 RBM14-RBM4 plum1 10.6745086152248 0.110693926158018 10.5638146890668 -10.4531207629088 46
USP31 USP31 plum1 10.396860309423 0.106739672533827 10.2901206368892 -10.1833809643553 47
ABCA6 ABCA6 plum1 10.0291905442544 0.10437410047358 9.92481644378084 -9.82044234330726 48
AL031432.1 AL031432.1 plum1 10.1018464411554 0.101634554949705 10.0002118862057 -9.89857733125599 49
MID1IP1 MID1IP1 plum1 10.2386230753099 0.0972033125833514 10.1414197627266 -10.0442164501432 50
NOCT NOCT plum1 10.7872032742967 0.0949510878683058 10.6922521864284 -10.5973010985601 51
CCP110 CCP110 plum1 10.4748302336997 0.0941387328976458 10.3806915008021 -10.2865527679044 52
AC067852.1 AC067852.1 plum1 10.3787916010017 0.0934222830974729 10.2853693179042 -10.1919470348068 53
AC012442.2 AC012442.2 plum1 11.0479179875633 0.0931337276947622 10.9547842598686 -10.8616505321738 54
TRAPPC5 TRAPPC5 plum1 9.66848421700726 0.09187111010684 9.57661310690042 -9.48474199679358 55
RN7SL507P RN7SL507P plum1 10.363372189416 0.0916739735933221 10.2716982158227 -10.1800242422294 56
IWS1 IWS1 plum1 11.3343915180947 0.0909053551252784 11.2434861629694 -11.1525808078441 57
AL359853.2 AL359853.2 plum1 10.2995885253022 0.0890842366297547 10.2105042886725 -10.1214200520427 58
AC106872.7 AC106872.7 plum1 9.87646120739239 0.0890100014324652 9.78745120595992 -9.69844120452746 59
FAM110D FAM110D plum1 10.0049390305466 0.0872010651179243 9.91773796542863 -9.83053690031071 60
AL022313.2 AL022313.2 plum1 9.53424105942479 0.0867619818961411 9.44747907752865 -9.36071709563251 61
HLA-DMA HLA-DMA plum1 9.81468214908093 0.0842498735740643 9.73043227550687 -9.6461824019328 62
AP003072.4 AP003072.4 plum1 10.3506493906169 0.0842086564760117 10.2664407341409 -10.1822320776648 63
ZBTB38 ZBTB38 plum1 9.91982499744028 0.0838251327246348 9.83599986471565 -9.75217473199102 64
ENG ENG plum1 10.2449724190071 0.0836605811028652 10.1613118379042 -10.0776512568013 65
PCAT19 PCAT19 plum1 10.4820067581398 0.082666765885611 10.3993399922542 -10.3166732263686 66
FEM1A FEM1A plum1 10.5391074858139 0.0824421973753632 10.4566652884386 -10.3742230910632 67
AP000688.1 AP000688.1 plum1 10.336135494741 0.0821857434874727 10.2539497512535 -10.1717640077661 68
AC051619.3 AC051619.3 plum1 10.1013303302086 0.0804312973272586 10.0208990328813 -9.94046773555404 69
C11orf42 C11orf42 plum1 9.64140029809057 0.0803296452005137 9.56107065289006 -9.48074100768955 70
AC020904.2 AC020904.2 plum1 9.82524786760505 0.0803237463825908 9.74492412122246 -9.66460037483986 71
RPL34-AS1 RPL34-AS1 plum1 10.7713307978659 0.0777660488712763 10.6935647489947 -10.6157987001234 72
AC011997.1 AC011997.1 plum1 10.3012179057394 0.0773768747460735 10.2238410309933 -10.1464641562472 73
RPS6P20 RPS6P20 plum1 9.26379537747539 0.0768389040324401 9.18695647344295 -9.11011756941051 74
GCNA GCNA plum1 9.94230079346531 0.0762218029055089 9.8660789905598 -9.78985718765429 75
AC051619.1 AC051619.1 plum1 11.0009707383179 0.0754346297014892 10.9255361086164 -10.8501014789149 76
AC022762.2 AC022762.2 plum1 9.95965579559153 0.0753885651621955 9.88426723042933 -9.80887866526714 77
RNU6-227P RNU6-227P plum1 9.0370978897316 0.07310031941719 8.96399757031441 -8.89089725089722 78
SH2D6 SH2D6 plum1 9.76261178812229 0.0720865514123682 9.69052523670992 -9.61843868529755 79
RN7SL621P RN7SL621P plum1 9.89319398126481 0.0717679368402537 9.82142604442456 -9.7496581075843 80
AC022272.1 AC022272.1 plum1 9.4686466727161 0.0705490512517099 9.39809762146439 -9.32754857021268 81
AC073476.3 AC073476.3 plum1 9.44501218895089 0.0683788792195299 9.37663330973136 -9.30825443051183 82
QDPR QDPR plum1 9.74535849210618 0.0676136015724081 9.67774489053377 -9.61013128896137 83
CYP51A1P2 CYP51A1P2 plum1 9.63076489596973 0.0671398605791981 9.56362503539053 -9.49648517481133 84
HEG1 HEG1 plum1 10.913476004642 0.0652742142639744 10.848201790378 -10.7829275761141 85
FSTL1 FSTL1 plum1 11.0886711032593 0.0635093784317769 11.0251617248276 -10.9616523463958 86
MRPL19 MRPL19 plum1 10.2934812514062 0.0617909038404633 10.2316903475657 -10.1698994437253 87
