PSID Gene Module kTotal kWithin kOut kDiff rank
RPS8 RPS8 purple 14.8088454600635 4.71671192725589 10.0921335328076 -5.37542160555166 1
RPL23 RPL23 purple 14.195600701125 3.96287381420111 10.2327268869239 -6.26985307272281 2
RPS14 RPS14 purple 13.3587039994508 3.92840490948174 9.43029908996903 -5.50189418048728 3
RPL7A RPL7A purple 15.1143711614015 3.52787256105917 11.5864986003423 -8.05862603928317 4
RPS18 RPS18 purple 13.5320972972037 3.45511547759962 10.0769818196041 -6.62186634200444 5
RPL13A RPL13A purple 12.9070134335204 3.37431268517229 9.53270074834812 -6.15838806317583 6
RPL19 RPL19 purple 14.4395527657343 3.25632776067829 11.183225005056 -7.92689724437769 7
RPL7 RPL7 purple 13.4361116425899 3.18572923631328 10.2503824062766 -7.06465316996334 8
RPS27A RPS27A purple 13.5924951801399 3.18192284406734 10.4105723360725 -7.22864949200518 9
RPL12 RPL12 purple 13.7009990822328 3.15942570259648 10.5415733796363 -7.38214767703979 10
RPS24 RPS24 purple 14.4744210331942 3.11870782552114 11.3557132076731 -8.23700538215195 11
RPL37 RPL37 purple 13.1421964463511 3.1145586024484 10.0276378439027 -6.91307924145432 12
RPS23 RPS23 purple 12.787498161231 3.05953681534018 9.72796134589083 -6.66842453055064 13
ZNF346 ZNF346 purple 13.0211074060363 3.05890103980213 9.96220636623417 -6.90330532643204 14
CSNK1A1 CSNK1A1 purple 13.5111351522857 3.05245562866717 10.4586795236186 -7.40622389495141 15
RPL26L1 RPL26L1 purple 13.9129920758672 3.04115223703891 10.8718398388283 -7.83068760178935 16
PHAX PHAX purple 13.4065349944129 2.99410150414421 10.4124334902687 -7.41833198612451 17
RPL31 RPL31 purple 12.9948921953784 2.93527781539502 10.0596143799833 -7.12433656458832 18
RPL4 RPL4 purple 14.1022562035328 2.86791268926983 11.234343514263 -8.36643082499312 19
NSA2 NSA2 purple 12.9072500680858 2.85677544361429 10.0504746244715 -7.19369918085716 20
AFF4 AFF4 purple 12.9389780411916 2.85665840739826 10.0823196337934 -7.2256612263951 21
CDC23 CDC23 purple 13.5102597668936 2.85609099505298 10.6541687718406 -7.79807777678761 22
FAF2 FAF2 purple 12.860305749768 2.83802602476635 10.0222797250016 -7.18425370023525 23
RPL10 RPL10 purple 12.7936437795935 2.80069712747917 9.9929466521143 -7.19224952463514 24
SMAD5 SMAD5 purple 12.8476292725159 2.79131386130867 10.0563154112073 -7.2650015498986 25
RACK1 RACK1 purple 12.6477444651755 2.78725394337427 9.86049052180128 -7.07323657842701 26
BRD8 BRD8 purple 13.4230202967636 2.74914491955125 10.6738753772123 -7.92473045766108 27
BTF3 BTF3 purple 12.4058713317804 2.72939633074487 9.67647500103548 -6.9470786702906 28
RPL39 RPL39 purple 13.406271457964 2.70896867423878 10.6973027837252 -7.98833410948642 29
ERGIC1 ERGIC1 purple 12.7587093650679 2.65498580511461 10.1037235599533 -7.44873775483871 30
ETF1 ETF1 purple 12.8166562673249 2.62356659983658 10.1930896674883 -7.56952306765175 31
LARP1 LARP1 purple 12.2184772430284 2.59622773576654 9.62224950726181 -7.02602177149527 32
EEF1A1 EEF1A1 purple 12.9826826316156 2.5766329697965 10.4060496618191 -7.82941669202263 33
RPL24 RPL24 purple 12.1132971148819 2.56666080165342 9.54663631322851 -6.97997551157509 34
RPS27 RPS27 purple 12.8112656230997 2.54196670740516 10.2692989156945 -7.72733220828935 35
ZFP62 ZFP62 purple 12.3409958468885 2.53327945507615 9.8077163918124 -7.27443693673624 36
CNOT6 CNOT6 purple 12.2735602086805 2.53085021818936 9.74270999049113 -7.21185977230177 37
RPL34 RPL34 purple 12.4598643405241 2.52405466794686 9.93580967257727 -7.41175500463041 38
KIAA1191 KIAA1191 purple 13.1055359202563 2.51937876797453 10.5861571522818 -8.06677838430729 39
RPL3 RPL3 purple 12.5910271500258 2.48831242079549 10.1027147292303 -7.61440230843485 40
UBE2D2 UBE2D2 purple 12.9403922227445 2.48700266938879 10.4533895533557 -7.96638688396693 41
RPL27 RPL27 purple 12.5373553269003 2.47275683902336 10.0645984878769 -7.59184164885357 42
MRPL22 MRPL22 purple 12.1893745685046 2.46723671223673 9.72213785626783 -7.2549011440311 43
CLINT1 CLINT1 purple 12.8678713559667 2.45989226559603 10.4079790903707 -7.94808682477465 44
POLK POLK purple 12.2298287710614 2.44493533258913 9.78489343847227 -7.33995810588314 45
RPS6 RPS6 purple 12.8097657714323 2.43889088724922 10.3708748841831 -7.93198399693392 46
