PSID Gene Module kTotal kWithin kOut kDiff rank
LINC01643 LINC01643 HuAgeGBsplit_01 45.8120107436368 22.9361435869631 22.8758671566737 0.0602764302894414 1
AC092650.1 AC092650.1 HuAgeGBsplit_01 43.940867971666 22.5711537421531 21.3697142295129 1.20143951264015 2
LINC01307 LINC01307 HuAgeGBsplit_01 44.6019961725879 22.4835942834746 22.1184018891133 0.365192394361252 3
LINC01681 LINC01681 HuAgeGBsplit_01 47.0773720482191 21.8344655152928 25.2429065329263 -3.40844101763344 4
AC005580.1 AC005580.1 HuAgeGBsplit_01 42.8066027706816 21.4449627275465 21.3616400431351 0.0833226844113781 5
AL157714.2 AL157714.2 HuAgeGBsplit_01 45.484094815086 21.2372222174175 24.2468725976685 -3.00965038025104 6
AC091939.1 AC091939.1 HuAgeGBsplit_01 39.100859886363 21.1271490397708 17.9737108465921 3.15343819317868 7
AC023669.2 AC023669.2 HuAgeGBsplit_01 38.1288402720524 21.0545906658898 17.0742496061625 3.98034105972728 8
LINC01350 LINC01350 HuAgeGBsplit_01 41.4411337945939 20.9338102185115 20.5073235760824 0.426486642429126 9
LINC01641 LINC01641 HuAgeGBsplit_01 38.3028801670772 20.3761656376642 17.926714529413 2.4494511082512 10
LINC02201 LINC02201 HuAgeGBsplit_01 36.9041618312069 19.7352299393239 17.168931891883 2.56629804744092 11
AC091114.1 AC091114.1 HuAgeGBsplit_01 40.3167762484199 19.5363836306966 20.7803926177232 -1.24400898702662 12
LINC01807 LINC01807 HuAgeGBsplit_01 44.5811913690275 19.4701392664718 25.1110521025556 -5.64091283608379 13
AL138720.1 AL138720.1 HuAgeGBsplit_01 42.1126446562865 19.4103121028811 22.7023325534054 -3.29202045052431 14
CST13P CST13P HuAgeGBsplit_01 36.7432949015013 19.0539240382558 17.6893708632455 1.36455317501034 15
AP003399.1 AP003399.1 HuAgeGBsplit_01 43.3130817652631 18.794996166677 24.5180855985861 -5.72308943190917 16
MIR4422HG MIR4422HG HuAgeGBsplit_01 36.4257129987272 18.7314950125219 17.6942179862053 1.0372770263166 17
GACAT1 GACAT1 HuAgeGBsplit_01 39.3068692474878 18.6482475754245 20.6586216720633 -2.01037409663883 18
LINC01020 LINC01020 HuAgeGBsplit_01 36.6002008567885 18.040724730664 18.5594761261245 -0.518751395460527 19
LINC01031 LINC01031 HuAgeGBsplit_01 33.9893046778983 17.5477665540031 16.4415381238952 1.10622843010788 20
AC116337.3 AC116337.3 HuAgeGBsplit_01 36.8952445477561 17.4036895689956 19.4915549787605 -2.08786540976485 21
AC093857.1 AC093857.1 HuAgeGBsplit_01 33.890842865749 17.2913959173402 16.5994469484089 0.6919489689313 22
AC062032.1 AC062032.1 HuAgeGBsplit_01 32.723605108487 17.2147834993773 15.5088216091097 1.70596189026759 23
AC010451.1 AC010451.1 HuAgeGBsplit_01 38.2873841131978 17.2092278308185 21.0781562823794 -3.86892845156093 24
AL357172.1 AL357172.1 HuAgeGBsplit_01 35.019517334811 17.1425827492 17.876934585611 -0.734351836411058 25
LINC01226 LINC01226 HuAgeGBsplit_01 32.6955270174143 16.9356237588517 15.7599032585625 1.17572050028922 26
AC010511.1 AC010511.1 HuAgeGBsplit_01 33.2276552743687 16.8993759817373 16.3282792926314 0.571096689105964 27
LINC01344 LINC01344 HuAgeGBsplit_01 40.5582810881627 16.7973823999415 23.7608986882212 -6.96351628827976 28
AC106874.1 AC106874.1 HuAgeGBsplit_01 34.3976373532814 16.381267920004 18.0163694332774 -1.63510151327348 29
LINC01968 LINC01968 HuAgeGBsplit_01 32.3616683631981 16.2393573487313 16.1223110144668 0.117046334264536 30
AC093725.2 AC093725.2 HuAgeGBsplit_01 44.1765481569772 16.1841024006807 27.9924457562964 -11.8083433556157 31
LINC01019 LINC01019 HuAgeGBsplit_01 33.2710817821923 16.0985063816794 17.1725754005129 -1.07406901883358 32
AC096543.1 AC096543.1 HuAgeGBsplit_01 30.4049684963842 16.0184278856473 14.3865406107368 1.6318872749105 33
AL354702.2 AL354702.2 HuAgeGBsplit_01 33.232211824046 15.8744313553007 17.3577804687453 -1.48334911344452 34
OR10R2 OR10R2 HuAgeGBsplit_01 35.3031762259005 15.6461348408247 19.6570413850758 -4.01090654425101 35
LINC02228 LINC02228 HuAgeGBsplit_01 31.0638724669599 15.6246109825512 15.4392614844087 0.18534949814255 36
LINC01603 LINC01603 HuAgeGBsplit_01 32.6895884700531 15.2028406520217 17.4867478180314 -2.28390716600967 37
AL445218.1 AL445218.1 HuAgeGBsplit_01 32.6335453793271 15.0885505116644 17.5449948676627 -2.45644435599836 38
AL354861.2 AL354861.2 HuAgeGBsplit_01 30.0075295344117 15.0298058472661 14.9777236871456 0.0520821601204595 39
LINC02240 LINC02240 HuAgeGBsplit_01 31.3443672012835 14.9930811882692 16.3512860130143 -1.35820482474512 40
AC063980.1 AC063980.1 HuAgeGBsplit_01 30.6505464540573 14.8717767929836 15.7787696610737 -0.90699286809005 41
GPA33 GPA33 HuAgeGBsplit_01 29.9303980398801 14.7534146389913 15.1769834008888 -0.423568761897453 42
AL023755.1 AL023755.1 HuAgeGBsplit_01 32.6898459308209 14.752685663175 17.9371602676458 -3.18447460447083 43
AL353616.2 AL353616.2 HuAgeGBsplit_01 35.7282371857212 14.4955392327571 21.2326979529641 -6.73715872020705 44
AC245088.1 AC245088.1 HuAgeGBsplit_01 28.29625395773 14.3774367710307 13.9188171866993 0.458619584331451 45
LINC02512 LINC02512 HuAgeGBsplit_01 39.8488167170519 14.3434989202519 25.5053177968 -11.1618188765482 46
AP001208.2 AP001208.2 HuAgeGBsplit_01 31.6033140491578 14.2664818806232 17.3368321685345 -3.07035028791128 47
LINC01846 LINC01846 HuAgeGBsplit_01 28.5230142328172 14.1573367489211 14.365677483896 -0.208340734974907 48
AC068599.1 AC068599.1 HuAgeGBsplit_01 34.6670135674131 13.9015697387881 20.765443828625 -6.86387408983698 49
AC087269.1 AC087269.1 HuAgeGBsplit_01 27.7062859915609 13.863627239783 13.842658751778 0.0209684880049537 50
GSTA9P GSTA9P HuAgeGBsplit_01 33.0604302707256 13.8600880448064 19.2003422259192 -5.34025418111283 51
AC009117.2 AC009117.2 HuAgeGBsplit_01 38.5148610079672 13.7417530830869 24.7731079248803 -11.0313548417935 52
AC090398.1 AC090398.1 HuAgeGBsplit_01 28.7584552083483 13.6239608736768 15.1344943346716 -1.51053346099484 53
LINC01900 LINC01900 HuAgeGBsplit_01 37.9390470550346 13.4470212259648 24.4920258290699 -11.0450046031051 54
AC018814.1 AC018814.1 HuAgeGBsplit_01 30.9887505886417 13.4178303233485 17.5709202652932 -4.15308994194476 55
LINC01317 LINC01317 HuAgeGBsplit_01 31.4813583384673 13.1825007940152 18.2988575444521 -5.11635675043695 56
AL136115.3 AL136115.3 HuAgeGBsplit_01 28.1456631676327 13.1567973085325 14.9888658591002 -1.83206855056764 57
LINC01483 LINC01483 HuAgeGBsplit_01 32.5012077180891 13.1523222601768 19.3488854579123 -6.19656319773554 58
LINC00211 LINC00211 HuAgeGBsplit_01 30.7292875988731 12.9144551556674 17.8148324432057 -4.90037728753829 59
GRHL2 GRHL2 HuAgeGBsplit_01 29.3479074394643 12.8647467877283 16.483160651736 -3.61841386400771 60
AC008739.1 AC008739.1 HuAgeGBsplit_01 28.3945130348592 12.835293072276 15.5592199625832 -2.7239268903072 61
AC093534.2 AC093534.2 HuAgeGBsplit_01 29.6977327558518 12.5414047645383 17.1563279913136 -4.61492322677527 62
AC009502.1 AC009502.1 HuAgeGBsplit_01 26.7505340437861 12.1355948342085 14.6149392095777 -2.47934437536921 63
LINC01227 LINC01227 HuAgeGBsplit_01 26.6064610108479 12.1318759319092 14.4745850789388 -2.34270914702958 64
LINC01788 LINC01788 HuAgeGBsplit_01 29.9704511213034 11.9964628378239 17.9739882834794 -5.97752544565552 65
AP001970.1 AP001970.1 HuAgeGBsplit_01 31.0614503610452 11.9182148715647 19.1432354894805 -7.22502061791585 66
LINC01953 LINC01953 HuAgeGBsplit_01 27.8451316531396 11.8353835995742 16.0097480535654 -4.17436445399128 67
AC024084.1 AC024084.1 HuAgeGBsplit_01 27.8482011494543 11.7586130027496 16.0895881467047 -4.33097514395506 68
AC025475.1 AC025475.1 HuAgeGBsplit_01 24.8491572618573 11.4839649260371 13.3651923358202 -1.8812274097831 69
AL357793.1 AL357793.1 HuAgeGBsplit_01 25.8598927001167 11.3462657945663 14.5136269055504 -3.16736111098405 70
REXO1L1P REXO1L1P HuAgeGBsplit_01 32.2127463343134 11.3265523698189 20.8861939644945 -9.55964159467569 71
RNU6-573P RNU6-573P HuAgeGBsplit_01 24.2011034728279 11.2180491361956 12.9830543366323 -1.7650052004367 72
LINC00670 LINC00670 HuAgeGBsplit_01 28.2540818195989 11.0947231410201 17.1593586785787 -6.06463553755859 73
AC087473.1 AC087473.1 HuAgeGBsplit_01 30.6644316726438 11.0644484705523 19.5999832020914 -8.53553473153907 74
LINC01492 LINC01492 HuAgeGBsplit_01 26.9944611774749 10.9255097537634 16.0689514237115 -5.14344166994808 75
AC104394.1 AC104394.1 HuAgeGBsplit_01 27.0904245245758 10.9208651568104 16.1695593677654 -5.24869421095499 76
AC125421.2 AC125421.2 HuAgeGBsplit_01 26.2987189351205 10.912041430372 15.3866775047485 -4.47463607437645 77
