PSID Gene Module kTotal kWithin kOut kDiff rank
GABRA6 GABRA6 HuAgeGBsplit_08 30.6411273983304 16.8116714288341 13.8294559694963 2.98221545933787 1
LINC01179 LINC01179 HuAgeGBsplit_08 28.0199312825506 14.3124486951815 13.707482587369 0.60496610781253 2
CCDC155 CCDC155 HuAgeGBsplit_08 27.7511943286738 13.7934317785752 13.9577625500986 -0.164330771523453 3
AC025284.1 AC025284.1 HuAgeGBsplit_08 25.8468579225096 13.0499419863122 12.7969159361974 0.253026050114769 4
AC005064.1 AC005064.1 HuAgeGBsplit_08 27.3893280651933 12.9829324130251 14.4063956521682 -1.42346323914314 5
ZP2 ZP2 HuAgeGBsplit_08 26.3598137632305 12.4723507265925 13.887463036638 -1.41511231004554 6
AC007614.1 AC007614.1 HuAgeGBsplit_08 24.983306323596 12.1976400177799 12.785666305816 -0.588026288036115 7
CRTAM CRTAM HuAgeGBsplit_08 24.2757051464446 11.7989588981012 12.4767462483435 -0.677787350242276 8
AKAIN1 AKAIN1 HuAgeGBsplit_08 23.4151207145235 10.866942272608 12.5481784419155 -1.68123616930749 9
GRM4 GRM4 HuAgeGBsplit_08 22.8458269782265 10.8424908569977 12.0033361212288 -1.16084526423115 10
TMEM266 TMEM266 HuAgeGBsplit_08 25.0185950282934 10.6391859163146 14.3794091119788 -3.74022319566423 11
LMAN1L LMAN1L HuAgeGBsplit_08 23.3252425418734 9.64552349634751 13.6797190455259 -4.03419554917842 12
SLC26A5 SLC26A5 HuAgeGBsplit_08 23.3616916825478 9.45244257363489 13.9092491089129 -4.45680653527796 13
CCDC175 CCDC175 HuAgeGBsplit_08 22.8064392242426 8.57859240517142 14.2278468190711 -5.64925441389971 14
AL356218.1 AL356218.1 HuAgeGBsplit_08 20.2757501325762 8.54647034543764 11.7292797871386 -3.18280944170096 15
GACAT2 GACAT2 HuAgeGBsplit_08 20.1417431526883 8.47941508264801 11.6623280700403 -3.1829129873923 16
PRR35 PRR35 HuAgeGBsplit_08 20.3293355801244 8.31497239978088 12.0143631803435 -3.69939078056259 17
SNAP25-AS1 SNAP25-AS1 HuAgeGBsplit_08 21.7458597294916 7.97181796431379 13.7740417651778 -5.80222380086402 18
AL138733.1 AL138733.1 HuAgeGBsplit_08 20.6427247719404 7.85937882791276 12.7833459440276 -4.92396711611487 19
RELN RELN HuAgeGBsplit_08 20.4948649288555 7.63845391434054 12.8564110145149 -5.21795710017438 20
ARHGEF33 ARHGEF33 HuAgeGBsplit_08 18.4389565583276 6.66249879068662 11.7764577676409 -5.11395897695431 21
ZNF702P ZNF702P HuAgeGBsplit_08 19.4506089092114 6.61513228997409 12.8354766192373 -6.22034432926321 22
PCSK9 PCSK9 HuAgeGBsplit_08 18.6460376461438 6.15478132636218 12.4912563197816 -6.33647499341944 23
IL16 IL16 HuAgeGBsplit_08 19.2124965436436 6.05479544249214 13.1577011011514 -7.10290565865929 24
AL590483.3 AL590483.3 HuAgeGBsplit_08 17.7762397920911 6.01049036611442 11.7657494259767 -5.75525905986227 25
STARD4-AS1 STARD4-AS1 HuAgeGBsplit_08 21.9127234922407 6.00272689319726 15.9099965990434 -9.90726970584615 26
FAT2 FAT2 HuAgeGBsplit_08 17.5274516966467 5.94426836302969 11.583183333617 -5.63891497058735 27
CHRNB3 CHRNB3 HuAgeGBsplit_08 19.1345605952029 5.69892112505289 13.43563947015 -7.7367183450971 28
