"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_31__"
"1","AC005828.5"
"2","AC011474.2"
"3","AC136632.1"
"4","AC246785.3"
"5","ACTL6B"
"6","ADD2"
"7","ADRA1D"
"8","AL022313.4"
"9","AL096711.2"
"10","AL606763.1"
"11","AL672277.1"
"12","ARHGAP11B"
"13","ATCAY"
"14","C1orf115"
"15","CAMK2A"
"16","CAMKK1"
"17","CARMIL2"
"18","CCK"
"19","CHGA"
"20","CKMT1A"
"21","CKMT1B"
"22","CPLX1"
"23","CREG2"
"24","CRH"
"25","CRHBP"
"26","CYP1A1"
"27","DDN"
"28","DIRAS2"
"29","DNM1"
"30","EEF1A2"
"31","ENC1"
"32","FAM163B"
"33","FAM46A"
"34","FBXL16"
"35","FBXO41"
"36","GRIN1"
"37","HPCA"
"38","HSPB3"
"39","ICAM5"
"40","INA"
"41","KCNAB2"
"42","KCNH3"
"43","KCNQ2"
"44","LINC00443"
"45","LINC00551"
"46","LINC01106"
"47","LINC01123"
"48","LINC01137"
"49","LINC02458"
"50","MAN1A2"
"51","MITF"
"52","NAPB"
"53","NCDN"
"54","NEURL1"
"55","NEUROD2"
"56","NPTX1"
"57","NPY"
"58","NRAP"
"59","NRGN"
"60","PHF24"
"61","PRAF2"
"62","PSMC1P7"
"63","PTPRN"
"64","PXYLP1"
"65","RFPL1S"
"66","RGS4"
"67","RHO"
"68","RHOBTB2"
"69","RPS29P6"
"70","SH2D5"
"71","SOX3"
"72","SPTSSB"
"73","SSR4"
"74","SST"
"75","STAC2"
"76","STX1B"
"77","SULT4A1"
"78","SYN1"
"79","SYP"
"80","SYT13"
"81","SYT5"
"82","SYT7"
"83","TMEM132B"
"84","TMPRSS2"
"85","VSTM2B"
"86","WFIKKN1"
"87","WNT10B"
"88","Z69733.1"
