"","HuAgeGBsplit_02....c1_HuAgeGBsplitRnaseq_29__"
"1","A2ML1"
"2","AC005833.2"
"3","AC005842.1"
"4","AC006064.3"
"5","AC006064.6"
"6","AC006581.2"
"7","AC007622.1"
"8","AC010864.1"
"9","AC018653.3"
"10","AC087623.3"
"11","AC092111.1"
"12","AC092471.2"
"13","AC098614.1"
"14","AC098614.4"
"15","AC099754.1"
"16","AC108134.1"
"17","AC112484.1"
"18","AC112484.3"
"19","AC114877.1"
"20","AC118754.1"
"21","AC125494.2"
"22","AC125807.2"
"23","AC138207.3"
"24","AC138207.8"
"25","AEBP2"
"26","AL032819.3"
"27","AL365181.2"
"28","AL390728.4"
"29","AL390728.6"
"30","AL445248.1"
"31","AL513497.1"
"32","AL513534.1"
"33","AMIGO1"
"34","AP002852.1"
"35","ARSJ"
"36","BAG3"
"37","BCAN"
"38","C12orf4"
"39","CACNA1C"
"40","CCDC28B"
"41","CCDC77"
"42","CD1D"
"43","CLSTN3"
"44","CSGALNACT2"
"45","DCAF4L1"
"46","DEFB109F"
"47","ENO2"
"48","ERC1"
"49","FAM13C"
"50","GAPDH"
"51","GJA1"
"52","GLUD1"
"53","GNB3"
"54","GOLT1B"
"55","GPI"
"56","GPR162"
"57","ITFG2"
"58","KCNMB3"
"59","KDM5A"
"60","KIRREL1"
"61","LAMA2"
"62","LDHB"
"63","LINC00920"
"64","LRIG2"
"65","MRPL51"
"66","NCAPD2"
"67","P3H1"
"68","P3H3"
"69","PARP11"
"70","PGPEP1"
"71","PHYHIPL"
"72","PIANP"
"73","PIEZO1"
"74","PLEKHA4"
"75","RAD52"
"76","RBP5"
"77","RCC1"
"78","RCC2"
"79","RNF135"
"80","SERPINC1"
"81","SORCS3"
"82","SPATA4"
"83","SPNS2"
"84","SPSB4"
"85","TEAD4"
"86","TPI1"
"87","TULP3"
"88","UNC13D"
"89","WNK1"
