"","HuAgeGBsplit_01....c1_HuAgeGBsplitRnaseq_31__"
"1","AC005632.4"
"2","AC005696.4"
"3","AC010202.1"
"4","AC022616.6"
"5","AC060814.3"
"6","AC079070.1"
"7","AC084809.2"
"8","AC127459.2"
"9","AC130466.1"
"10","AC134312.3"
"11","ADAM11"
"12","AL049781.1"
"13","AL109914.1"
"14","AL359317.1"
"15","AL365203.2"
"16","AL391811.1"
"17","AL589765.1"
"18","ARHGDIG"
"19","ATP1A1"
"20","BTF3P4"
"21","C1QL3"
"22","CAMKV"
"23","CCDC92B"
"24","CDKL5"
"25","CELF3"
"26","CHGB"
"27","CHRNB2"
"28","CLEC2L"
"29","CNIH3"
"30","CPLX2"
"31","DBF4B"
"32","ESPNL"
"33","ESR2"
"34","FREM2"
"35","GAD2"
"36","GALNTL5"
"37","GDAP1L1"
"38","GFOD1"
"39","GPR68"
"40","GREM2"
"41","GRIN2A"
"42","HNRNPA1P65"
"43","HS3ST2"
"44","HS6ST2"
"45","IL31RA"
"46","KCNA5"
"47","L1CAM"
"48","LGI2"
"49","LZTS1"
"50","MEPE"
"51","NEFH"
"52","NEFL"
"53","NEFM"
"54","OSTN"
"55","PACSIN1"
"56","PAK1"
"57","PCP4L1"
"58","PDIA2"
"59","PDZK1"
"60","PHYHIP"
"61","PNOC"
"62","RAB3A"
"63","RAB40A"
"64","RIMS3"
"65","RNF128"
"66","RNF175"
"67","SCN3B"
"68","SCRT1"
"69","SH3PXD2A"
"70","SLC12A5"
"71","SLC17A7"
"72","SLC32A1"
"73","SLC6A17"
"74","SNCB"
"75","SOWAHB"
"76","SRRM3"
"77","STEAP3"
"78","STMN2"
"79","SYNGR3"
"80","SYT4"
"81","TAC1"
"82","TMEM130"
"83","TRPM8"
"84","TUBA4A"
"85","UNC5CL"
"86","VSNL1"
