"","c1_HuAgeGBsplitRnaseq_186....PGBCbyQGBC__"
"1","AC007622.1"
"2","AC010186.3"
"3","AC018653.3"
"4","AC019069.1"
"5","AC087623.3"
"6","AC093281.2"
"7","AC112484.3"
"8","ACTR1A"
"9","ADIPOR2"
"10","ADM"
"11","ADO"
"12","AIFM2"
"13","AK4"
"14","AKAP12"
"15","AL031289.1"
"16","AL135925.1"
"17","AL138762.1"
"18","AL353719.1"
"19","AL365181.2"
"20","AL390728.4"
"21","AL390728.6"
"22","ALDH18A1"
"23","ANGPTL4"
"24","ANXA7"
"25","AP3M1"
"26","ARL3"
"27","ARSJ"
"28","ASCC1"
"29","ATP5MD"
"30","AVPI1"
"31","B3GALT4"
"32","BCAN"
"33","BNIP3"
"34","BNIP3L"
"35","BST1"
"36","C10orf76"
"37","C12orf4"
"38","C12orf57"
"39","C1RL-AS1"
"40","CA9"
"41","CCAR1"
"42","CCDC6"
"43","CD1D"
"44","CDCA3"
"45","CHCHD1"
"46","CHUK"
"47","CLEC2D"
"48","CLUHP3"
"49","CMAS"
"50","CSGALNACT2"
"51","CTSK"
"52","CUEDC2"
"53","CUTC"
"54","DDX21"
"55","DDX50"
"56","DLG5-AS1"
"57","DNA2"
"58","DNAJB12"
"59","DNAJC9"
"60","DPCD"
"61","DYRK4"
"62","ECD"
"63","EIF4EBP2"
"64","EMG1"
"65","ENO1"
"66","ERC1"
"67","ERLIN1"
"68","EXOC6"
"69","FAM35A"
"70","FBXO4"
"71","FOXM1"
"72","FRAT1"
"73","FRAT2"
"74","GAPDH"
"75","GBE1"
"76","GHITM"
"77","GLUD1"
"78","GOT1"
"79","GSTO1"
"80","HELLS"
"81","HK2"
"82","HPS6"
"83","IDE"
"84","IGFBP2"
"85","IGFBP5"
"86","INPP5F"
"87","IPMK"
"88","KAT6B"
"89","KCNMB3"
"90","KIF1BP"
"91","KIRREL1"
"92","LCOR"
"93","LDHA"
"94","LDHAP4"
"95","LDHB"
"96","LINC00863"
"97","LRRC20"
"98","LUCAT1"
"99","M6PR"
"100","MARVELD1"
"101","MCU"
"102","MICU1"
"103","MINPP1"
"104","MIR210HG"
"105","MRPL43"
"106","MRPL51"
"107","MYOF"
"108","NCAPD2"
"109","NCOA4"
"110","NOC3L"
"111","NOLC1"
"112","NRBF2"
"113","NUDT13"
"114","NUDT9P1"
"115","NUTM2A-AS1"
"116","P3H1"
"117","P3H3"
"118","P4HA1"
"119","PARG"
"120","PARP11"
"121","PBLD"
"122","PCGF6"
"123","PDK1"
"124","PFKFB4"
"125","PGAM1"
"126","PGK1"
"127","PGM1"
"128","PI4K2A"
"129","PLCE1"
"130","PPA1"
"131","PPP3CB"
"132","PXDN"
"133","RAD51AP1"
"134","RBP5"
"135","RCC1"
"136","RCC2"
"137","RPL17P50"
"138","RPL23AP20"
"139","RPP30"
"140","RUFY2"
"141","S100A10"
"142","SAR1A"
"143","SDAD1P1"
"144","SH3D21"
"145","SIRT1"
"146","SLC16A3"
"147","SLC1A3"
"148","SLC25A16"
"149","SLC25A28"
"150","SLC2A1"
"151","SLC35G1"
"152","SLC6A6"
"153","SPAG4"
"154","SPATA4"
"155","SPSB4"
"156","SYNPO"
"157","TCTN3"
"158","TEAD4"
"159","TFAM"
"160","TIMM23"
"161","TM9SF3"
"162","TMEM45A"
"163","TPI1"
"164","TRIM8"
"165","TULP3"
"166","UBE2D1"
"167","USP5"
"168","VCL"
"169","VEGFA"
"170","VPS26A"
"171","WAPL"
"172","WASHC2A"
"173","WASHC2C"
"174","WBP1L"
"175","WNT5B"
"176","ZDHHC16"
"177","ZFAND4"
