"","c1_HuAgeGBsplitRnaseq_51....PGBCbyQGBC__"
"1","AC026691.1"
"2","AC103724.4"
"3","AC103923.1"
"4","AC104117.5"
"5","ACAD9"
"6","ADSS"
"7","AKAP7"
"8","ANXA6"
"9","ARL10"
"10","ARL13B"
"11","ARMC8"
"12","ASTE1"
"13","ATOX1"
"14","ATP2C1"
"15","ATP6V0E1"
"16","ATR"
"17","B4GALT7"
"18","BNIP1"
"19","CCNL1"
"20","CD46"
"21","CDHR2"
"22","CEP70"
"23","CLINT1"
"24","CNOT6"
"25","DBN1"
"26","DOCK7"
"27","EEFSEC"
"28","FAF2"
"29","FAIM"
"30","FAM114A2"
"31","GM2A"
"32","GPRIN1"
"33","GRK6"
"34","HACD2"
"35","HLTF"
"36","HNRNPA3"
"37","HNRNPA3P6"
"38","IFI16"
"39","IFT122"
"40","KIF1C"
"41","KPNA1"
"42","LINC01355"
"43","LMAN2"
"44","LMNB1"
"45","MAML1"
"46","MAP4K4"
"47","MAPK9"
"48","MAT2B"
"49","MFAP3"
"50","MYL12A"
"51","NEURL1B"
"52","NHP2"
"53","OCIAD2"
"54","ORMDL1"
"55","RBM39"
"56","RHOC"
"57","RNF145"
"58","RNF181"
"59","RPL26L1"
"60","SAP30L"
"61","SEC22A"
"62","SFXN1"
"63","SLC41A3"
"64","SRSF7"
"65","STAG1"
"66","STK10"
"67","TBC1D9B"
"68","TMED9"
"69","TNIP1"
"70","TSPAN17"
"71","U2SURP"
"72","UBTD2"
"73","XRN1"
"74","YIPF5"
"75","ZBTB38"
"76","ZEB2"
"77","ZNF148"
