"","PGBO","QGBO"
"AAMP",4.97988830304509,4.99103091959059
"ABCB7",1.26985348804266,1.40572787126558
"ABCB9",1.85154464721256,2.08436051828785
"ABHD10",3.99504679570336,4.16160189822199
"ABRACL",2.74316350266938,2.92201983724921
"AC002056.1",2.64712682248173,2.91015350011842
"AC002451.2",0.908897189515097,1.09465933201614
"AC002504.1",0,0.678619615930092
"AC002524.1",5.18114717951591,5.52122344485558
"AC002540.1",0,0.49315806912692
"AC003005.2",0.466371945350849,0.60313483035018
"AC003092.2",0.245655016401988,0.389320975720894
"AC003101.2",0.216872228857913,0.480019627708291
"AC003986.3",1.22044513725242,1.32393510656921
"AC004023.1",0.266805924766202,0.639305892165518
"AC004069.1",0.597579999295461,1.08266978808216
"AC004080.4",0.310418456802112,0.629600414931176
"AC004112.1",1.13267224651556,1.36887546800865
"AC004130.1",1.82152328679327,2.12118879401144
"AC004233.3",0.839792364012136,0.981264132447411
"AC004264.2",1.14394285870748,1.13877001718129
"AC004383.1",1.68428668284666,2.06893007208111
"AC004477.3",3.31527993440318,3.50516201530198
"AC004801.7",1.11334797424394,1.22872001957349
"AC004817.3",1.55696347092236,1.50051465043323
"AC004817.4",1.56257610738854,1.90380331434012
"AC004832.6",0.195670369639356,1.12932151084859
"AC004847.1",0,0.637920497673627
"AC004890.1",2.19903785833892,2.62520225552526
"AC004910.1",0.62965889719561,0.91003507314975
"AC004941.1",0.663740058713189,1.03482313758014
"AC004947.1",0.527816225323076,0.715572410378051
"AC004982.2",0.815597448876829,1.00057845980888
"AC004990.1",0.627262607844542,0.966472989970231
"AC005005.4",0.957168111770913,1.07660689479169
"AC005261.4",0.771897229985757,1.28749081689925
"AC005332.8",0.767160019685801,1.49003538132593
"AC005393.1",2.24833869916868,2.6664704748637
"AC005410.1",0.535442226131093,0.783174989952339
"AC005479.1",0.148075872943979,0.45918201631918
"AC005479.2",0.298915865920217,0.689424400018723
"AC005578.1",0.611363868557364,0.846969715418583
"AC005592.1",1.41839227872758,1.4515110335642
"AC005618.1",0.588124093247702,0.702936672248735
"AC005695.3",0.2273328276412,0.741074758188788
"AC005696.3",0.596415053061584,0.930059847311586
"AC005703.5",1.2013077906148,1.18182797089045
"AC005736.1",0.884457943345593,0.978321434636867
"AC005740.1",0.295887037848247,0.726303167444147
"AC005899.6",1.08026357586652,1.10216094082829
"AC005899.7",1.37937710379478,1.56143042846459
"AC005906.1",0.101372087509217,0.536497040769765
"AC006023.1",0.857952080484314,1.05696346971567
"AC006033.1",0.513290063210147,1.49948011510074
"AC006058.3",2.21641644079546,2.80887617657458
"AC006238.1",1.03693457624988,1.6660137663185
"AC006378.2",0.437398823493892,0.602965709988037
"AC006449.2",0.460142567976741,0.768422126107405
"AC006466.1",0.427797637308288,0.642898012134827
"AC006547.1",1.48817964406712,1.67273256687317
"AC006946.2",0.263915081683775,0.697932376756937
"AC006946.3",0.254566695864293,0.342322961972252
"AC006960.3",1.60896444815281,2.19798389974827
"AC006967.3",0.372759915888983,0.726295056759006
"AC007029.1",0.540258929267728,0.86517942239059
"AC007036.1",0.736318145377957,1.01916146109216
"AC007215.1",0.335717074036901,0.37211907375207
"AC007318.1",4.51244253204504,4.71537373566453
"AC007318.2",1.77048746063418,2.64179455881273
"AC007386.1",0.42886312982686,0.708733214294988
"AC007450.3",1.4230649973514,1.71099554664718
"AC007568.1",0.213478022373785,0.504193721059775
"AC007622.1",0.176793021864368,0.89217476317372
"AC007638.1",0.688503654599563,0.859853854174149
"AC007663.3",1.21618539238415,1.99098169404582
"AC007785.3",0.351539840767958,0.658494727604125
"AC007849.2",0,1.28606469183956
"AC007923.2",0.31967193722743,0.651814932664588
"AC007952.5",0.0473769376401018,0.806177039953095
"AC007952.7",0.136956586402975,0.788538901374394
"AC007969.1",4.98953085108124,5.33674534757091
"AC007992.1",0,0.42785709670942
"AC007998.4",2.23778911555709,2.32329444391182
"AC008066.1",0.354402290264082,0.52921505322675
"AC008072.1",1.26443509217614,1.87502841948929
"AC008115.4",1.22260215746512,1.30464462766533
"AC008121.1",0.373955562315702,1.09059381458361
"AC008121.2",0.458936740535676,1.27859566839433
"AC008147.4",0.271047438678805,0.651912264032399
"AC008154.2",0.274412320455834,0.367991937266443
"AC008267.5",2.75080229012271,2.76830935121822
"AC008278.1",2.11466494307566,3.07872206522275
"AC008403.3",0.354132998879144,1.65175256048503
"AC008443.3",0.62295540393845,0.863170932787556
"AC008494.2",0.341644266305395,1.47453901073533
"AC008494.3",0.324004161464744,1.02730881497077
"AC008507.3",2.30248694851223,2.89376656734863
"AC008543.4",0.259031975158676,0.694404192068185
"AC008549.2",0.325167611182895,1.04697352950847
"AC008549.3",0.0500095208429532,0.44403852944195
"AC008736.1",0.591800900791617,0.750471975114168
"AC008738.2",0.54758285963367,0.640746276843457
"AC008759.2",0.515028430882306,1.34585339225059
"AC009005.1",2.13708789946838,2.29496600260866
"AC009053.2",0.775862815709886,0.809961539891462
"AC009088.1",2.04243427055771,2.51829821844034
"AC009108.5",0.894096202562781,1.1467561657262
"AC009127.2",0.245173666044863,0.658914975939645
"AC009159.4",0.6999543148328,1.12487248676319
"AC009220.1",0.448223560615925,1.04880078959989
"AC009220.3",0.914997485067144,1.29027839135784
"AC009275.1",0.712717879448815,0.821401435040984
"AC009336.3",0.574675662641426,0.705079944055761
"AC009432.1",0.611571566710248,0.843811519038724
"AC009533.2",0.269295538694103,0.690984678121574
"AC009779.1",1.50348805596269,1.88855974057332
"AC009831.4",0.546696863649884,0.997962529288824
"AC009908.1",1.17219187712089,1.07099727485376
"AC009967.1",1.90697803947663,2.42610437761229
"AC010139.1",0,0.52908044756896
"AC010168.2",1.28935115098731,1.53143302637075
"AC010205.1",0.404750908650508,0.483889167865949
"AC010207.1",0.498929286115192,0.702210670664304
"AC010271.2",0.713226504232496,0.922651377743973
"AC010326.1",0.190287470746387,0.69058950145385
"AC010327.5",0.658707591441181,0.943345520313882
"AC010329.1",0.832379422510016,0.980867653493829
"AC010401.2",0.881318719722384,1.15877160995333
"AC010424.1",1.30968093425252,1.69640504197377
"AC010468.1",0.859089021120437,1.30177332783918
"AC010595.1",0.436352813072382,0.86969115223866
"AC010631.1",0.112821203972945,0.682444969890833
"AC010733.1",2.17221561080273,2.99185134618094
"AC010904.2",0.526885748530336,1.09822098399618
"AC010969.2",3.52878855539443,3.6557846613305
"AC010980.1",0.587292818272974,0.873354372593981
"AC010980.2",3.24627842285433,3.68144468250399
"AC011008.2",0.569092597129178,1.07047496804732
"AC011374.2",1.06149027183658,1.14570072565161
"AC011416.2",0,0.791303193168693
"AC011453.1",1.68356102802899,1.74268035231286
"AC011458.1",0.559056080161063,0.669549572294628
"AC011468.4",1.26215841166078,1.96973638377464
"AC011495.1",1.90827797139357,2.24477677218182
"AC011592.1",0.801663348703058,1.0459390520514
"AC011773.4",1.2778352579448,1.62889045954373
"AC011816.2",0.568651119453868,1.2753500633113
"AC011912.1",0.582977754243055,0.750676934122985
"AC012150.1",0.410946902084993,0.54277563410188
"AC012313.4",2.03033706281421,2.66099444108915
"AC012313.8",1.68156943881093,1.73206844045082
"AC012414.6",0.327114865197625,0.48394967807433
"AC012441.2",2.00856232106705,2.26443129936631
"AC012508.1",0.775226748730688,1.27098449306801
"AC012603.1",0.469084808014351,0.777180380885527
"AC012629.3",0,0.538130323199545
"AC012640.2",2.99470132019146,3.33931040211843
"AC012640.5",0,0.806983719210837
"AC013244.1",0.22517303516767,0.57488117652809
"AC013410.1",0,0.514752644098475
"AC013448.1",0.596505497816327,0.887270160678412
"AC013452.2",0.93015502470902,1.08182538923341
"AC013476.2",0.672612112984822,1.08737317736337
"AC013553.4",0.100727186663036,0.550124632159137
"AC013726.1",0.625222159495603,0.878409207996185
"AC015660.2",0.1935615218478,0.85679358598496
"AC015726.2",0.337053127888375,0.898833091324562
"AC015813.4",2.0849649804096,2.35791190048715
"AC015818.2",2.13588779350521,2.52983923915834
"AC015819.1",0.471046224465399,0.730621822356214
"AC015910.1",0.20852022691218,0.445244836535786
"AC015911.1",0.552295037529303,1.31477100410884
"AC015911.9",1.7032373255216,2.10538551168297
"AC015912.2",0.170491294773825,0.4221750455078
"AC015983.1",0.546169136103072,1.01576277851618
"AC016397.2",0.934513149858688,1.04314808649007
"AC016405.2",0.158240792796245,0.665397684472177
"AC016717.3",0.431012788112738,1.13894090633252
"AC016739.1",2.5657554282013,3.39712863009105
"AC016745.1",0.906084635083726,1.19504234616297
"AC016745.2",1.39467796145034,1.61375854872403
"AC016876.1",3.89841574337609,3.99141396780123
"AC016877.3",0.352126889898143,0.845307763058508
"AC017079.1",0.253443213139309,0.820187240373016
"AC017104.3",2.77887395060976,2.87730643469765
"AC018475.1",0.462559655125093,0.860722480310765
"AC018521.7",1.03618589230584,1.4034177198112
"AC018553.2",0.542182641501919,0.692672463522794
"AC018558.1",0.27656690043303,0.373609289796032
"AC018638.2",3.47066480943543,3.24945728715828
"AC018641.1",0.177813075087132,0.750214642058423
"AC018648.1",0.857050764410621,1.48518526394289
"AC018695.7",0.733761620914631,0.876477039812069
"AC018755.3",0.863119991335933,0.814561931021742
"AC019103.1",0.300654003673406,0.99953178615574
"AC019109.1",0.77345594615852,0.898461215571528
"AC019129.1",0,0.408760484065103
"AC019131.2",1.1277948376613,1.68413881574347
"AC019193.2",0.310143336841635,0.391783157987065
"AC019322.4",3.05006980075036,3.52294551048806
"AC020558.3",1.60648208182564,2.08292054413096
"AC020604.1",0.774145730545901,0.998075087354346
"AC020656.2",0.878011003129044,1.02069604505191
"AC020661.1",0.682768405096263,1.16841591333033
"AC020899.1",0.592488681702815,0.689904921361912
"AC020904.2",0.580329944352031,0.850089953617738
"AC020917.3",3.37605700653416,3.54799698384523
"AC020928.2",0.257655708595452,0.660330646545837
"AC021016.2",1.48434074097459,1.71638050704338
"AC021072.1",0.707417265080143,0.858035753762434
"AC021087.4",0,0.89672158032144
"AC021106.1",1.4983468191267,2.22958876249899
"AC021106.3",1.41825560521718,2.5028467388069
"AC021151.1",0.257284793012166,0.429296484515569
"AC021491.4",1.22205215716461,1.35773921164893
"AC021739.5",0.424651131388204,0.966514520457289
"AC021755.3",0.612594052522567,0.931216875108146
