"","Gene","Category"
"1","Mir378b","TAPbyQNP"
"2","Mir3099","TAPbyQNP"
"3","AABR07030647.1","TAPbyQNP"
"4","Olr6","TAPbyQNP"
"5","AABR07047219.1","TAPbyQNP"
"6","AABR07001452.1","TAPbyQNP"
"7","Sp100","TAPbyQNP"
"8","AABR07027753.3","TAPbyQNP"
"9","Cysltr2","TAPbyQNP"
"10","LOC685203","TAPbyQNP"
"11","AABR07046628.1","TAPbyQNP"
"12","Zfp488","TAPbyQNP"
"13","AABR07027693.1","TAPbyQNP"
"14","Hist1h2bl","TAPbyQNP"
"15","LOC100359916","TAPbyQNP"
"16","Zmat5","TAPbyQNP"
"17","AABR07040624.1","TAPbyQNP"
"18","Vom1r9","TAPbyQNP"
"19","AABR07021955.1","TAPbyQNP"
"20","AABR07025140.1","TAPbyQNP"
"21","Gmnn","TAPbyQNP"
"22","Etfrf1","TAPbyQNP"
"23","Hspe1","TAPbyQNP"
"24","Ankrd37","TAPbyQNP"
"25","Hoxd11","TAPbyQNP"
"26","AABR07068285.2","TAPbyQNP"
"27","Gtf2b","TAPbyQNP"
"28","AABR07070926.1","TAPbyQNP"
"29","Timm10","TAPbyQNP"
"30","Hmga1","TAPbyQNP"
"31","AABR07018857.1","TAPbyQNP"
"32","Ube2t","TAPbyQNP"
"33","Mrps33","TAPbyQNP"
"34","Zfp770","TAPbyQNP"
"35","Aplp2","TAPbyQNP"
"36","Casp4","TAPbyQNP"
"37","AABR07055919.2","TAPbyQNP"
"38","AABR07026294.1","TAPbyQNP"
"39","Gmfb","TAPbyQNP"
"40","Mtch2","TAPbyQNP"
"41","AABR07059891.1","TAPbyQNP"
"42","Paip2","TAPbyQNP"
"43","AABR07001435.1","TAPbyQNP"
"44","AABR07036336.1","TAPbyQNP"
"45","LOC100360750","TAPbyQNP"
"46","Cbx5","TAPbyQNP"
"47","Trappc2","TAPbyQNP"
"48","AABR07058464.1","TAPbyQNP"
"49","Rps25","TAPbyQNP"
"50","Ubl5","TAPbyQNP"
"51","RGD1563270","TAPbyQNP"
"52","LOC501317","TAPbyQNP"
"53","RF00069","TAPbyQNP"
"54","Med8","TAPbyQNP"
"55","AABR07010502.1","TAPbyQNP"
"56","Acyp1","TAPbyQNP"
"57","Zfp617","TAPbyQNP"
"58","AABR07037395.1","TAPbyQNP"
"59","AABR07043098.1","TAPbyQNP"
"60","AABR07018273.2","TAPbyQNP"
"61","Txn1","TAPbyQNP"
"62","AABR07041096.1","TAPbyQNP"
"63","Glrx2","TAPbyQNP"
"64","Kbtbd11","TAPbyQNP"
"65","Spry3","TAPbyQNP"
"66","AABR07028805.1","TAPbyQNP"
"67","AABR07014804.1","TAPbyQNP"
"68","Hsf4","TAPbyQNP"
"69","AABR07056845.1","TAPbyQNP"
"70","Apol3","TAPbyQNP"
"71","Zfp799","TAPbyQNP"
"72","AA926063","TAPbyQNP"
"73","Dnajc5","TAPbyQNP"
"74","AABR07026893.1","TAPbyQNP"
"75","AABR07058410.1","TAPbyQNP"
"76","AABR07044362.4","TAPbyQNP"
"77","AABR07058998.1","TAPbyQNP"
"78","AABR07036007.1","TAPbyQNP"
"79","AABR07043453.1","TAPbyQNP"
"80","AABR07066944.1","TAPbyQNP"
"81","Ndufs5","TAPbyQNP"
"82","Ift52","TAPbyQNP"
"83","Glrb","TAPbyQNP"
"84","Ankrd46","TAPbyQNP"
"85","Eny2","TAPbyQNP"
"86","LOC100911372","TAPbyQNP"
"87","Kars","TAPbyQNP"
"88","Pck2","TAPbyQNP"
"89","Irx3","TAPbyQNP"
"90","Cetn4","TAPbyQNP"
"91","AABR07008670.1","TAPbyQNP"
"92","Nwd2","TAPbyQNP"
"93","Zfp639","TAPbyQNP"
"94","AABR07014974.1","TAPbyQNP"
"95","AABR07039234.1","TAPbyQNP"
"96","Slc38a4","TAPbyQNP"
"97","AABR07037528.1","TAPbyQNP"
"98","Oas1h","TAPbyQNP"
"99","RF00287","TAPbyQNP"
"100","Mrpl52","TAPbyQNP"
"101","AABR07054578.1","TAPbyQNP"
"102","Tsta3","TAPbyQNP"
"103","AABR07001099.1","TAPbyQNP"
